id,man,woman,screen,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent18,prolific_id,fig.1a,fig.1b,wc,fig.2a,fig.2b,wc2,fig.3a,fig.3b,wc3,fig.4a,fig.4b,wc4,fig.5a,fig.5b,wc5,fig.6a,fig.6b,wc6,fig.7a,fig.7b,wc7,fig.8a,fig.8b,wc8,fig.9a,fig.9b,wc9,fig.10a,fig.10b,wc10,fig.11a,fig.11b,wc11,fig.12a,fig.12b,wc 12,fig.13a,fig.13b,wc13,fig.14a,fig.14b,wc14,fig.15a,fig.15b,wc15,fig.16a,fig.16b,wc16,fig.17a,fig.17b,wc17,fig.18a,fig.18b,wc18,fig.19a,fig.19b,wc19,fig.20a,fig.20b,wc20,fig.21a,fig.21b,wc21,fig.22a,fig.22b,wc22,fig.23a,fig.23b,wc23,fig.24a,fig.24b,wc24,fig.25a,fig.25b,wc25,fig.26a,fig.26b,wc26,fig.27a,fig.27b,wc27,fig.28a,fig.28b,wc28,fig.29a,fig.29b,wc29,fig.30a,fig.30b,wc30,loneliness,loneliness_2,loneliness_3,loneliness_4,loneliness_5,loneliness_6,loneliness_7,loneliness_8,loneliness_9,loneliness0,loneliness1,loneliness2,loneliness3,loneliness4,loneliness5,loneliness6,loneliness7,loneliness8,loneliness9,loneliness_20,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,race_cold_warm,race_cold_warm_2,race_cold_warm_3,race_cold_warm_4,race_cold_warm_6,race_cold_warm_7,race_cold_warm_8,political_ideology,political_party,political_party_4_TEXT,authenticity,authenticity_2,authenticity_3,authenticity_4,authenticity_5,authenticity_6,authenticity_7,authenticity_8,authenticity_9,authenticity0,authenticity1,authenticity2,age,gender,us_citizen,us_citizen_2_TEXT,us_born,us_years,us_region,us_region_3_TEXT,race_eth,education,income,mTurkCode,man,woman
81,Timothy,Shelby,good,2/11/2020 10:02,2/11/2020 10:28,0,24.7.90.218,100,1544,1,2/11/2020 10:28,R_3k5hlT4SC97MhA8,,,,,37.75059509,-122.4121017,anonymous,EN,1,5e402a18d859ae268dfc5681,15,This one has a pleasent energy,30,-10,The contrasting colors are a bit harsh,38,-35,This makes me feel a bit disturbed,34,-10,The colors feel a bit off to me,31,39,This feels joyful,17,0,I dont feel much of a responce or connection to this one,56,20,This feels very earthy and grounded,35,-20,"Too much going on, too many colors, makes me feel uneasy",56,-30,A little too weird for me,25,20,Love the monotonal texture,26,40,The movement in this one is extremely pleasent,46,-10,The shapes make me feel a bit uncomfortable,43,0,Doesnt really provoke an emotional responce,43,-15,Something about the cahotic imagery makes me uncomfortable,58,10,This painting gives a calm vibe but no stronger emotions than that,66,-50,This feels like images of a painful childhood,45,30,This feels like creativity and limitlessness,44,-30,This gives a very ominous feeling,33,-20,Something weird is going on in this painting,44,-20,Makes me think if a car crash or some sort of disaster,54,31,"Very calming and soft, makes me feel good",41,20,This painting has a very nostalgic feel,39,50,"This feels so energized, i love it",34,50,"Earthy wonderful, love everything about it",42,-20,This makes me feel uneasy,25,40,Very pleasent little scene,26,20,The colors in this one are wonderful,36,-10,This one gives me an uneasy feeling,35,0,Doesnt say much for me,22,8,It's pleasent but otherwise unprovoking,39,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,7,3,6,5,7,2,7,5,3,1,100,100,100,100,100,40,75,2,2,,6,4,3,3,5,3,8,6,6,2,6,3,24,1,1,,1,,3,Mid west coast,3,6,1,7303977,Timothy,Shelby
82,Hunter,Melissa,good,2/11/2020 10:15,2/11/2020 10:28,0,71.179.53.218,100,782,1,2/11/2020 10:28,R_0UKPUaNM8A0IksV,,,,,39.26449585,-76.62239838,anonymous,EN,1,5dd713e5a71de86c61d3fc45,-16,muddy and uninteresting,23,4,appealing colors,16,21,"strong color, interesting negative shapes",41,6,appealing warm palette,22,27,strong appeal in contrast,25,28,composition is engaging,23,8,textures are engaging,21,17,"crisp shapes, find more things the longer you look",50,11,"strong focal point, appealing use of selective line",51,24,shapes are appealing/relationship between the beige square and the black lines,78,5,reminds me of home,18,3,reminds me of a dixie cup,25,1,feels sterile/manufactured,26,-2,makes me feel sad,17,14,reminds me of birds in trees,28,-4,so close to feeling intentional,31,15,impressive attention to subtleties,34,23,"creamy color, feels like organized chaos",40,3,feels free and loose,20,-11,feels underdeveloped,20,11,feels like a harbor scene,25,7,strong blending skills,22,-34,"do not like color splatters or sharp silhouettes, feels tacky",61,0,"feels overdone, but still executed well",39,-11,do not like that color of green,31,-50,feels incomplete,16,10,reminds me of kandinsky,23,14,reminds me of kandinsky,23,-36,abrasive and grotesque textures,31,-50,"muddy, feels unintentional",26,2,3,2,2,3,3,3,2,4,4,4,3,3,4,4,4,4,4,4,4,3,5,7,6,5,3,4,1,3,3,42,50,50,50,30,0,59,1,4,Democratic Socialist,5,4,3,8,2,2,3,4,5,2,5,2,21,1,1,,1,,2,,3,5,1,3431548,Hunter,Melissa
83,Cameron,Brooke,good,2/11/2020 9:38,2/11/2020 10:28,0,198.189.72.254,100,2997,1,2/11/2020 10:28,R_1TAcbOkRz9dEd2h,,,,,40.62690735,-122.3540039,anonymous,EN,1,56c3e48e11e094000cd41bce,10,"It's okay, colors remind me of autumn.",38,-31,Ugly version of that park painting.,35,-35,kid scribbled on the wall again,31,-30,Looks like the roomba got into dog poop,39,-35,No. What even is this? A mop?,29,0,"Kind of neat, but then that's a weird looking bird. too weird.",62,-15,tracks in dirt?,15,-25,what's going on here. looks like scary town.,44,15,Dark fantasy seaside cave carnival? Fun.,40,30,artistic cello piece?,21,25,futuristic arching railways,27,-20,"Dislike the style, the sharp rectangular pattern very jarring.",62,29,"Like the use of color, not a fan of the splatter",48,35,cotton candy skies. pretty.,27,15,"This one reminds me of a postage stamp, but branches and leaves. Kind of fun.",77,-20,Don't like teddy bears in art. I could draw that house.,55,30,doorways and trees are pleasant,31,-5,Don't like the color scheme. Or the theme.,42,25,Snowy winter scene,18,-30,Dinosaur skill and some dark shadow above,41,15,Like the colors. Don't like the white dots on the right side of the painting though.,84,30,"Like this one, like a sunset",28,0,looks like those paper chain things.,36,30,Mountain stream pineapple texture?,34,-10,"Like the color, but what is that thing.",39,15,street scene is okay?,21,25,"Like it, autumn colors, trees and foliage scene.",48,-10,"dislike the colors. it looks like a bike, but misshapen wheels like it was wrecked.",83,0,Lines and light are clean but subject doesn't interest me,57,31,Like the color and style,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,6,5,7,6,2,5,6,90,90,85,95,100,0,85,2,2,,6,1,1,1,1,1,1,6,6,1,6,1,41,1,1,,1,,3,west,3,4,1,6292823,Cameron,Brooke
84,Ethan,Mary,good,2/11/2020 10:06,2/11/2020 10:29,0,72.240.8.82,100,1365,1,2/11/2020 10:29,R_3rS3gzzeIPHpeD9,,,,,41.64289856,-83.47190094,anonymous,EN,1,5e307633aa3b2004630d5ba4,3,This piece feels soft and romantic to me. I do not care for so much orange though.,83,7,This looks like a professional abstract drawing. I like the shapes.,68,19,I usually don't like red. Red in this angry piece is very fitting.,67,-46,This looks like a child got into his diaper.,44,11,This piece has a good flow. I like the yellow with black combo.,64,6,This piece has some emotion of isolation. I like it.,53,-19,This reminds me of a close up photo of a stone wall.,52,23,Very inspiring piece. I love how it's at angle. It gives it character.,72,26,How neat is this piece?  I love the angry expressive lines. Emotion is captured in it.,87,-27,The flow of lines is off. There are curvy and straight angry lines. It's not flattering at all.,95,-13,I don't care for the color combo. The wavy lines give dimension though.,71,-4,"The colors are ok. The piece reminds me of the 90s era, so I kinda like it!",75,-15,I do not care for the colors in this art. it doesnt go well at all.,67,29,I like the layers of color in this piece. The circles and lines are interesting.,81,-38,This piece gave me no emotion. It's ugly to me.,48,19,This is a neat piece. Sort of shocking. I think it's too monochromatic though.,78,7,The colors are nice and soft but not very complimentary.,56,-5,I like the expression of this piece. The colors are very outdated though.,73,22,I interpret an outdoor scene. It's good because it makes me want to look longer.,80,7,I can tell this artist has experience. I just don't care for the color combo.,77,39,"This is lovely. I like the mix of colors, the warn and cool slowly combining.",77,-1,I do not like the color combo. This piece is too much the same throughout.,74,-44,The colors are ugly. I don't like the white. It doesn't compliment the piece at all.,84,3,This is sort of interesting. I think it's a bit busy. Less is more.,67,9,The artist was daring to create this. Don't love the green and black combo though.,82,-9,I can tell it's some sort of outdoor scene. It looks very amateurish.,69,21,I like the layer upon layer of different mediums used here.,59,-45,The colors are really ugly. They do not compliment each other well.,67,18,I love the angry emotion to this art. I feel very drawn to it.,62,-46,I hate this piece. It looks like a child created it. The colors are awful.,74,4,3,4,4,1,4,3,4,3,2,4,3,2,4,2,4,3,3,4,2,5,5,4,7,1,7,7,3,2,1,50,55,17,70,4,35,30,6,1,,5,3,3,4,5,4,1,4,5,8,6,1,44,1,1,,1,,2,,2,3,3,2046701,Ethan,Mary
86,Caleb,Savannah,good,2/11/2020 10:05,2/11/2020 10:30,0,75.84.190.198,100,1449,1,2/11/2020 10:30,R_237Q33hkHXz5OUg,,,,,33.790802,-118.3247986,anonymous,EN,1,5b95f73faa1729000192ca38,3,Its simply okay.,16,-47,Very gross colors. What were they thinking?,43,-33,Completely incomprehensible.,28,-50,"Colors are horrendous, look like bodily fluids have been smeared.",65,-41,Boring and appears low effort,29,34,"Despite how simple it is, this piece has clear meaning.",55,44,"More saturated color, even more interpretations to have.",56,31,"Despite the detail, this picture is very abstract!",50,-34,"Unfinished, weird composition.",30,-33,This is a scribble of a mad man. Appears low effort.,52,-18,Not quite as abstract as I'd like- It's clearly a dingy city.,61,27,Almost natural flowing between abstract sections.,49,30,Lots of depth and character.,28,-18,"Again. This is pretty neutral, leaning dislike.",47,20,Love the accent colors in this piece!,37,-29,A strange collage made by a child. Do not like the colored face of the bear.,76,44,"Not even abstract to me, very clear meaning.",44,21,Accents make this piece.,24,1,Watercolor abstract? Strange.,29,35,"Lovely composition, colors, and message.",40,40,Almost appears like the background of an old renaissance painting.,66,-19,Seems too simple.,17,26,Very colorful. Nice contrasts.,30,50,"This is gorgeous. Strong, saturated colors and clear meaning.",61,50,"Very cool color, very clear message!",36,-20,Appears childish and unfinished.,32,-26,An abstract piece with such lifeless colors.,44,-33,White and dark balance is way off- Seems dull.,46,-50,Looks wrong. Like a real painting was vandalized.,49,-26,Colors are nice but it just seems too simple.,45,2,1,3,3,2,4,4,2,2,1,1,2,4,3,1,1,2,1,1,1,1,5,7,7,6,5,3,2,1,3,10,86,92,89,90,2,14,2,2,,6,6,4,5,6,5,6,4,6,5,6,6,22,1,1,,1,,3,West,3,4,3,5445493,Caleb,Savannah
87,Sean,Natalie,good,2/11/2020 10:13,2/11/2020 10:30,0,96.246.183.253,100,1032,1,2/11/2020 10:30,R_2b2TerDPv1dbMZ4,,,,,40.69400024,-73.99009705,anonymous,EN,1,5c0035c885c3910001570b30,-14,my reaction is that the picture is that Ive seen it before,58,-39,looks like a bunch of gibberish,31,-21,"my response to the picture is a lot of red, danger,",51,1,dont know what im looking at,28,8,the picture looks ok,51,19,reminds me a giant peach,24,-42,does not look good,18,25,"looks nice, like the details",28,-23,Gives me anxiety,16,23,I see a rollercoaster,21,8,pic looks alright,17,-11,my reaction is that the picture is wierd,40,7,I like the colors,17,-14,my reaction is that the picture is wierd,40,-25,my response to the picture is that I dont know what I am looking at,67,-19,my reaction is that the picture is creepy,41,27,my response to the picture is that it looks beautiful,53,16,my response to the picture is a little bit of anxiety but I like the detail,75,-38,the picture gave me anxiety,27,19,"I like the detail on it, although I get a sad vibe to it",56,-13,my response to the picture is what is going on?,47,-9,my reaction is that the picture is confusion,44,31,so much detail .,16,22,I like the waterfall,20,-9,my response to the picture its weird,36,1,picture looks alright,21,-21,also gives me anxiety,21,-1,it looks alright,16,34,my response to the picture is that it looks so nice and cool and the details,76,19,the colors look nice,20,2,3,,3,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,7,5,5,6,5,3,7,3,50,50,50,50,34,27,37,4,2,,5,2,8,8,3,2,4,5,5,8,3,1,22,2,1,,1,,3,East,123,5,1,1661035,Sean,Natalie
88,Charles,Kimberly,good,2/11/2020 10:17,2/11/2020 10:30,0,100.6.57.185,100,796,1,2/11/2020 10:30,R_1BVZEcajxOhWbKP,,,,,40.41130066,-79.8219986,anonymous,EN,1,5e2499d02418b37112720b37,32,It's like being out on a psychedelic lake,41,13,I like the green,16,6,I like that it feels kind of simple but still chaotic,53,0,"It's ok, theres nothing that draws me away from it I guess",58,24,It feels positive and kind of uplifting,39,-10,It's pretty dour,16,-21,Looks like a bad picture of a beach,35,15,Feels very 90's but I like the doorway,38,-37,It's too all over the place,27,-19,"Also too all over the place, I don't see any pattern or anything that's supposed to stand out",93,21,It's cables in a city,21,-17,"Just not a fan, I can't figure out why",38,10,It's like a pattern on a bus seat,33,0,"In some ways it looks natural, but I'm just not feeling it",58,10,it looks like lavender,22,-30,Weird and creepy,16,19,"I like the trees, but the doors less so",39,21,I enjoy the detailed line work in this one,42,11,The blue makes it look like it has depth,40,-23,Something bad has happened TO reality,37,31,Another swathe of ocean,23,19,I like the key near the sphere in the center,44,26,Look at all the dancers,23,-23,It just feels a little bland for me,35,-21,"Cult-like, which to me makes it kind of creepy",46,20,"It looks like I'm staring out of the window of a nice house, but the house is mine",82,-23,Nothing stands out,18,-12,The thing on the right is kind of weird/fetus-y,47,33,I like the usage of a physical object,37,-20,looks like eels,15,3,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,7,3,6,5,6,2,6,1,72,72,72,72,73,50,50,1,2,,6,8,1,1,1,1,1,5,6,2,6,1,28,2,1,,1,,2,,3,5,3,9691955,Charles,Kimberly
89,Patrick,Sara,good,2/11/2020 10:15,2/11/2020 10:30,0,98.164.228.32,100,886,1,2/11/2020 10:30,R_2rHMXf70f835tb3,,,,,33.62399292,-117.7935028,anonymous,EN,1,5dd2eab85c56382ebfa18696,-41,I feel uneasy looking at this,29,-30,Dark tone feels sad,19,-50,Random use of red and looks scary,33,-30,Random swirls again,19,-10,It looks random,15,11,It looks sad and scary at the same time,39,-40,It feels cold and hard,22,21,Very interesting use of blocks,30,-30,Spiral patterns are not my thing,32,-20,I don't like the colors,23,31,Looks sad but clean,19,-20,I don't like the blocking,25,31,I love the different blue shades,32,32,It uplifts my mood due to the color scheme,42,-19,I don't like the black dots,27,-30,This painting is too random,27,31,Beautiful patterns but evokes sad emotions in me due to the color shades,72,-21,Too abstract and swirly,23,13,I like the vibrant color blocks,31,21,Looks calm but a bit dark,25,-21,It looks confusing,18,42,Looks like a warm sunset to me i like it,40,21,Beautiful color scheme,22,43,Beautiful scenic drawing with perfect color coordination,56,-29,Green color is not my thing,27,11,I can somewhat city a city in this drawing,42,-31,Not cohesive design,19,-20,This swirly drawing i snot my type I get confused and dizzy,59,-50,I don't like the black,22,-20,I don't like the blended colors,31,2,4,2,2,3,3,4,2,3,4,4,4,4,4,3,4,3,4,3,3,7,5,6,7,6,5,6,1,6,7,82,74,74,91,82,74,100,2,3,,6,8,4,3,5,5,3,5,6,3,6,1,26,1,2,Vietnam,2,10,3,West,4,6,3,476330,Patrick,Sara
91,Richard,Gabrielle,good,2/11/2020 10:12,2/11/2020 10:30,0,72.174.210.43,100,1062,1,2/11/2020 10:30,R_1gwI2H1gKB0EPbl,,,,,39.0809021,-108.4925003,anonymous,EN,1,5e3d679eaa341501c1a5a90b,31,"nice piece, fall like",21,23,"doctor's office art work, nice colors and not offensive",55,-39,"7th grade art, not much effort to do this.",42,-50,"too childish, not really art in my world",40,-50,looks like a 2nd grader did it,30,-10,simplistic but reminds me of a crow in a field,46,-6,looks like wallpaper,20,24,lots going on with great use of lots of color and geometry,58,-1,"looks like an imitation of a real piece of art, reclining lady",62,10,interesting portrayal of a violin?,34,12,I like this one mostly a good combination of colors and light and dark,70,-19,seems too dark on top and too common on the bottom,50,13,kind of like the pattern and colors but don't love it,53,37,"the colors are peaceful and nature colors, soft",47,-50,dark and provoking,18,-44,"nonsense art, not really art",28,28,"nice composition and colors, fairy land",39,22,"interesting piece, I like the horse and people inserted in spots",64,13,not professional looking but not bad either,43,-34,The white blob on the left seems out of place,45,14,setting sun sky? nice colors and blending,41,12,"another OK work, mostly because of the blend of colors",54,4,"it's OK, but just OK, kind of interesting but I wouldn't spend money on it",74,14,"flowing water part is good, some of the rest is ok but dark",59,2,"interesting pattern and color choice, kind of unusual",53,8,"subtle use of colors, city street view?",39,32,like the patterns and colors all but the orange blob on the right,65,2,bland coloring but pattern interesting,38,4,"it's OK, no clue to what's going on but good use of light and dark",66,-33,"looks very childish, like your kid did it",41,2,3,4,2,3,4,4,4,4,2,4,4,1,3,3,4,4,4,4,2,4,6,7,5,6,1,7,1,4,3,50,50,50,50,5,4,27,6,3,,6,1,1,1,1,8,1,5,5,1,4,1,63,1,1,,1,,3,southwest,3,5,1,1653362,Richard,Gabrielle
93,Connor,Erin,good,2/11/2020 10:16,2/11/2020 10:31,0,38.98.162.70,100,920,1,2/11/2020 10:31,R_2vkrzboHKnKChT7,,,,,41.92089844,-87.70429993,anonymous,EN,1,57e88813ccd0230001fc3098,18,Love the coloration and abstract figures,40,-4,There is an odd face here that is creepy,40,5,Shapes are interesting but color is overwhelming,48,-8,Seems simplistic,16,30,"Flame, candle, wind",19,27,Blackbird in the desert,23,-37,Color is bland and looks damaged,32,3,"Lots of depth, faces, city, arch",32,-35,Framing is overwhelming,23,11,Cello music instrument,22,24,"Frank Lloyd Wright, music",25,4,City scape but palette is odd,29,40,Color palette is complementary,30,-42,Looks childish and basic,24,11,"Neat to explore meaning, blue is interesting",44,-50,Not original. Bear is odd,25,-11,"Windows indoor tree, weird palette",34,-22,See a weird horse,17,-20,Childish music hall,19,-6,Dark frame overpowers the image,31,38,"Love the colors and hue, ocean",30,-20,Seems dated with geometic forms,31,-7,Confetti dancer,15,-29,"Too literal, not abstract",25,-38,Looks like glow in the dark halloween decoration,48,23,City scene in a park,20,-36,Looks like someone vandalized the original piece with a marker,62,-9,Dislike color palette and amoeba,32,7,"Red X is scary, like the bricks",31,22,Layers are interesting,22,4,4,4,4,4,3,4,4,4,4,4,2,3,3,1,4,4,4,4,3,1,1,6,5,3,4,6,2,7,2,53,50,54,51,17,17,3,5,1,,5,8,1,2,4,8,8,8,8,8,4,8,31,2,1,,1,,2,,3,5,4,1399999,Connor,Erin
