"","name","agent_response","agent_rating","photo","trial_gender"
"433","Juan","Again, this is too abstract and I really don't like the colors.",-21,4,"male"
"434","Justin","Rather boring design and colors.",-21,4,"male"
"435","Kenneth","The longer I stare at this the less I like it.",-19,4,"male"
"436","Kevin","A leaning trophy",-9,4,"male"
"437","Kyle","It's quite meh to me",0,4,"male"
"438","Logan","it looks like a preschooler just dragged his fingers around",-36,4,"male"
"439","Lucas","Not bad at all.",20,4,"male"
"440","Luis","Its just not giving the vibe i should be finding",-31,4,"male"
"441","Luke","it looks like a simple finger painting, yet i liked the color choices",-12,4,"male"
"442","Malik","Reminds me of late night frustrated paintings of my own made of coffee",12,4,"male"
"443","Marcus","Really like the colors, but don't like the object/squiggle in darker gold and black",4,4,"male"
"444","Mark","I think it speaks to familial closeness but the tonality is offputting to me.",-10,4,"male"
"445","Mason","ordinary, bland. unmoving.",-6,4,"male"
"446","Matthew","It looks like a hand.",25,4,"male"
"447","Michael","Looks like a child did it.",-42,4,"male"
"448","Miguel","I don't like murky colors.",-40,4,"male"
"449","Mitchell","Hearts, family connected. They are standing on a narrow base and could fall to pieces at anytime.",40,4,"male"
"450","Nathan","Not my preference when it comes to art styles or subjects",-10,4,"male"
"451","Nathaniel","Boring and tasteless. Almost reminds me of when an art gallery called a banana 'art'",-42,4,"male"
"452","Nicholas","I domt like the yellow black blended smear",-50,4,"male"
"453","Noah","no strong feelings about this one",2,4,"male"
"454","Patrick","Random swirls again",-30,4,"male"
"455","Paul","The dark yellow color makes me think of mustard, which I dislike",-27,4,"male"
"456","Peter","Looks like poop on walks",-27,4,"male"
"457","Richard","too childish, not really art in my world",-50,4,"male"
"458","Robert","It looks like a hand someone scribbled over",-30,4,"male"
"459","Ryan","Looks like an abstract version of the Scream painting",-50,4,"male"
"460","Samuel","The muted tones",-11,4,"male"
"461","Scott","feels free flowing and relaxed",21,4,"male"
"462","Sean","dont know what im looking at",1,4,"male"
"463","Seth","Odd but intriguing. I feel emotion from this. Like a woman bent over carrying these emotions on her back.",33,4,"male"
"464","Shane","Looks like a creative hand",45,4,"male"
"465","Shawn","Great movement but don't love the yellowy tones.",31,4,"male"
"466","Spencer","To me just looking at paint scrawls",-41,4,"male"
"467","Stephen","Just doesn't look nice.",-40,4,"male"
"468","Steven","The colors remind me of mcdonalds",-33,4,"male"
"469","Tanner","stresses me out, uncomfortable",-18,4,"male"
"470","Taylor","They give out trophies now for fighting with brass knuckles?",-20,4,"male"
"471","Thomas","This image doesn't invoke anything in me",-9,4,"male"
"472","Timothy","The colors feel a bit off to me",-10,4,"male"
"473","Travis","I don't like this...a mustardy scibble.",-47,4,"male"
"474","Trevor","not enough color and too yellow for me. Not my favorite colors",-10,4,"male"
"475","Tristan","disturbing and uncomfortable.",10,4,"male"
"476","Tyler","This is what makes suburban dads say, ""my 4-year-old can do that.""",-49,4,"male"
"477","Victor","Hate the color, and just do not get the point.",-13,4,"male"
"478","Vincent","I like it not sure much of how I feel about it",7,4,"male"
"479","William","dont like the colors",-31,4,"male"
"480","Zachary","Not a huge fan of the color story, but it reminds me of a child finger-painting.",12,4,"male"
"481","Aaron","It's kind of boring.",-20,5,"male"
"482","Adam","Too loud. Dislike the bright yellow.",-5,5,"male"
"483","Adrian","Black bit reminds me of a giant splinter. Yellow bit reminds me of urine. I hate it.",-50,5,"male"
"484","Alejandro","Confused as to what the artist is attempting to do.",-50,5,"male"
"485","Alex","What is this? It looks like no effort was put into this work",-2,5,"male"
"486","Alexander","Dull pyramid that says nothing.",7,5,"male"
"487","Alexis","I am confused as to what this is supposed to be",6,5,"male"
"488","Andrew","Doesn't make me think anything",-1,5,"male"
"489","Angel","I see a sign advising me to be cautious.",-20,5,"male"
"490","Anthony","This piece doesn't really stand out.",0,5,"male"
"491","Antonio","Too much angular things happening, makes me think of stabbing something which makes me uncomfortable",-50,5,"male"
"492","Austin","Perfect for art exhibition",39,5,"male"
"493","Benjamin","Missing something",-5,5,"male"
"494","Blake","puke yellow with nothing but sadness",-35,5,"male"
"495","Bradley","Looks like a tied up trash bag.",-10,5,"male"
"496","Brandon","Kindergarten art. I really don't like this style.",-50,5,"male"
"497","Brendan","a volcano erruption",21,5,"male"
"498","Brett","It reminds me of a piece of lemon candy, which is one of my favorite flavors",20,5,"male"
"499","Brian","I like this one but wish it had more context around it",18,5,"male"
"500","Bryan","Looks like a yellow plastic trash bag.",-42,5,"male"
"501","Bryce","I love the yellow! It really pops!",30,5,"male"
"502","Caleb","Boring and appears low effort",-41,5,"male"
"503","Cameron","No. What even is this? A mop?",-35,5,"male"
"504","Carlos","It feels very strong and open.",31,5,"male"
"505","Charles","It feels positive and kind of uplifting",24,5,"male"
"506","Chase","Seems very basic and uninteresting.",-15,5,"male"
"507","Christian","sorry not my style",-37,5,"male"
"508","Christopher","looks very childish",-35,5,"male"
"509","Cody","Kind of ugly ....",-21,5,"male"
"510","Cole","It looks like a poorly drawn pear",17,5,"male"
"511","Colton","I like the strokes and colors used",20,5,"male"
"512","Connor","Flame, candle, wind",30,5,"male"
"513","Corey","simple. love the color scheme",27,5,"male"
"514","Dakota","fresh and fun - bright and active",16,5,"male"
"515","Dalton","its something. i just dont know what it is.",1,5,"male"
"516","Daniel","Cop out, easy money for artist for a 4 min piece",-29,5,"male"
"517","David","I like the simplicity of the design, but I can't tell what the image is trying to depict.",10,5,"male"
"518","Derek","It's okay. Don't hate it but don't love it either",0,5,"male"
"519","Devin","A bit too messy in my eyes",-4,5,"male"
"520","Devon","a bit confused about this picture",-9,5,"male"
"521","Dustin","I don't get it at all. But, maybe it is the top portion of a piece of fruit.",-50,5,"male"
"522","Dylan","This looks like a twelve year old did it",-40,5,"male"
"523","Edward","Pretty simple, I'm not sure what it's supposed to mean",14,5,"male"
"524","Elijah","Makes me feel weird",-16,5,"male"
"525","Eric","I'm reminded of a volcano with weird colors.",-5,5,"male"
"526","Ethan","This piece has a good flow. I like the yellow with black combo.",11,5,"male"
"527","Evan","I am confused as to what I am seeing is it a handbag, duck foot, bell?",-18,5,"male"
"528","Gabriel","too abstract, looks like a pyramid",-22,5,"male"
"529","Garrett","I don't know what it's supposed to be and it looks ugly the way the colors are on the yellow cube.",-50,5,"male"
"530","Grant","This elicits no reaction in me.",0,5,"male"
"531","Gregory","Don't really see it and yellow/pink don't go well together",-35,5,"male"
"532","Hunter","strong appeal in contrast",27,5,"male"
"533","Ian","This either looks like a bell or aliens finishing the pyramids",-34,5,"male"
"534","Isaac","I'm not sure what is going on here.",-46,5,"male"
"535","Isaiah","I feel nothing looking at this.",-5,5,"male"
"536","Jack","it's okay. the colors are eye catching, but that's about it.",3,5,"male"
"537","Jacob","Don't really know the point of this one.",-11,5,"male"
"538","Jake","This is interesting and nice.",16,5,"male"
"539","James","Very bright and has colors you wouldn't think would go together",11,5,"male"
"540","Jared","i dont like the yellow or the shape",-26,5,"male"
"541","Jason","Wish the background had been kept clean; distracts from main object",11,5,"male"
"542","Jeffrey","positive colours; yellow calls attention",6,5,"male"
"543","Jeremy","I don't hate it but I can't relate to it",1,5,"male"
"544","Jesse","I just dont get it. Means very little to me",-22,5,"male"
"545","Jesus","Overpowering colors.",-26,5,"male"
"546","John","It has a sense of vague familiarity that i like.Like a stick starting a fire at a campsite.",30,5,"male"
"547","Jonathan","I hate the shapes",-30,5,"male"
"548","Jordan","Reminds me of a broken umbrella",-9,5,"male"
"549","Jorge","boring and unsure",-25,5,"male"
"550","Jose","Don't love don't hate",8,5,"male"
"551","Joseph","I like that the pyramid is putting off a beacon of light.",11,5,"male"
"552","Joshua","Very basic, but at least has some color to it.",-9,5,"male"
"553","Juan","The yellow is garish and the picture doesn't look liked anything.",-49,5,"male"
"554","Justin","Although it's very simple, there's something about the colors that really draws the eye.",11,5,"male"
"555","Kenneth","It looks like daffy duck's leg with a random trail of pink.",-22,5,"male"
"556","Kevin","A rabbits head.",4,5,"male"
"557","Kyle","Not sure what to say about this piece honestly. It's okay I guess.",0,5,"male"
"558","Logan","Just doesn't do a whole lot for me. I see Cinderellas broom",-11,5,"male"
"559","Lucas","Very non-dynamic painting, dislike it.",-10,5,"male"
"560","Luis","Very messy and not a lot of thought",-29,5,"male"
"561","Luke","no clear emotion",-16,5,"male"
"562","Malik","Not sure what I'm looking at",-16,5,"male"
"563","Marcus","I really dislike this. It's ugly and looks dirty.",-44,5,"male"
"564","Mark","Perfume bottle, reminds of fancy nights out.",11,5,"male"
"565","Mason","pointless, ugly, not creative.",-50,5,"male"
"566","Matthew","I like the simple shapes and colors.",23,5,"male"
"567","Michael","Complete garbage. Looks like a kid drew it.",-50,5,"male"
"568","Miguel","Appealing but shapeless",24,5,"male"
"569","Mitchell","Building remnants in the sand.",1,5,"male"
"570","Nathan","Not a fan of the themes",-30,5,"male"
"571","Nathaniel","Not sure what that even is. Looks like a 2-year old drawing",-40,5,"male"
"572","Nicholas","I cant explain why i like this so much but it really calls out to me",50,5,"male"
"573","Noah","this feels like something I should like, but I'm not feeling the execution",-10,5,"male"
"574","Patrick","It looks random",-10,5,"male"
"575","Paul","I like how simple it is and the pink brushstrokes are nice",27,5,"male"
"576","Peter","Bright and sunny",19,5,"male"
"577","Richard","looks like a 2nd grader did it",-50,5,"male"
"578","Robert","This did not do a thing for me.",-50,5,"male"
"579","Ryan","Very good color coordination",41,5,"male"
"580","Samuel","a brush in time",-14,5,"male"
"581","Scott","I like it but I don't know why",15,5,"male"
"582","Sean","the picture looks ok",8,5,"male"
"583","Seth","I didn't care for this art piece. I wasn't sure about the color choice.",-15,5,"male"
"584","Shane","Seems clean and neat",11,5,"male"
"585","Shawn","Black stripe looks violent",-31,5,"male"
"586","Spencer","Boring, no flow except the pink feathery band",-42,5,"male"
"587","Stephen","Very little going on.",-4,5,"male"
"588","Steven","I dont really get anything from this",-25,5,"male"
"589","Tanner","sharp, painful yet playful",-5,5,"male"
"590","Taylor","More kindergarten art class. Who buys this stuff?",-45,5,"male"
"591","Thomas","I'm confused by what I am looking at",-3,5,"male"
"592","Timothy","This feels joyful",39,5,"male"
"593","Travis","This was awful and it looked like someone took minimul effort with it... no time at all.",-49,5,"male"
"594","Trevor","looks like a little kids painting",-50,5,"male"
"595","Tristan","Nearly white background gives a lack of context. Questionable skills",-45,5,"male"
"596","Tyler","Bright and luminous",31,5,"male"
"597","Victor","I like these colors together and the tiny splatters, but what is this?",7,5,"male"
"598","Vincent","It speaks volumes to some. It's also a conversational piece. And very different ideas",34,5,"male"
"599","William","very boring and plain",-35,5,"male"
"600","Zachary","Not sure what to make of this one.",-1,5,"male"
"601","Aaron","It reminds me of a simplistic bird. I like the colors used.",40,6,"male"
"602","Adam","Simple desert scene.",5,6,"male"
"603","Adrian","Simple, warm, hopeful.",12,6,"male"
"604","Alejandro","Gives me a feeling of solitude and nothingness",11,6,"male"
"605","Alex","Definitely belongs at a doctor's office, I think it's a crow or a tree?",-3,6,"male"
"606","Alexander","Desert that's too simple.",-15,6,"male"
